,users,follower_count
2404,iseb83,565
2405,Karsten90789167,276
2406,doron_37,26
2407,ErjaZynis,782
2408,HerrBeutel,1593
2409,StartingUp_Mag,1671
2410,Hellegatt,783
2411,grundhoff,465
2412,d4yw41k3r,35
2413,Manuu_cl,127
2414,teqqyde,737
2415,HWahol,17
2416,_jk,1782
2417,jasi2106,1103
2418,rds36,432
2419,SRausW,38
2420,kessidenkt,526
2421,Zoolook,31
2422,DrStohr,404
2423,EichbergerAlex,59
2424,LadeEngel,64
2425,RolandRides,159
2426,Henrik30595432,121
2427,filstalexpress_,387
2428,munich_startup,9408
2429,PatrikFM,20
2430,sebastianb1987,191
2431,LumicLutz,1524
2432,gonzoviews,173
2433,EWE_AG,3690
2434,Rechtundgerech1,12
2435,Pegnitzpirat,3447
2436,InitiativeDZ,492
2437,Skydoorman,5
2438,jenshoffmann,1787
2439,burger_jaap,562
2440,JGemassmer,1505
2441,Dimoco,1417
2442,nucgermany,440
2443,eike_reinel,1045
2444,martinpallmann,791
2445,PhraAthit,217
2446,sabine_835,58
2447,Flatbar5,9
2448,tauriello1,87
2449,avbelow,1927
2450,REE_Huewel,272
2451,Bitkom_Energy,638
2452,CaPeEbNe,78
2453,Patient012,2
2454,drforcargo,42
2455,BerLepo,1064
2456,tron_80,311
2457,mcbonnes,191
2458,rolyatnairb,14
2459,MilliMe09183073,13
2460,joachim_effertz,233
2461,nwnews,55720
2462,Danika2302,412
2463,tommottom67,3
2464,StefanSkibbe,964
2465,apcoa_de,323
2466,HHStartups,9338
2467,GTAI_GUS,877
2468,ThomasSigmund,21324
2469,WStoeth,98
2470,de_alphawolf,108
2471,RolandSchueren,2385
2472,DocDblU,172
2473,dzdwidv,186
2474,cat24max,119
2475,c_sengpiehl,149
2476,number137,185
2477,belmont1792,32
2478,gre0j,64
2479,UmweltDialog,2359
2480,DanielaKayB,1886
2481,dgfeist,388
2482,stadtundwerk,2471
2483,solar1408,473
2484,GranStefan,483
2485,FelixZRH,4014
2486,AIXIVRaoul,98
2487,mpheddyn,9
2488,RealWuergi,152
2489,0x5021,607
2490,yuwasheu,46
2491,AllegoCharging,4847
2492,daniel_reineke,29
2493,knarf_e,1503
2494,AKaiser94789344,545
2495,smegworx,1174
2496,Schwecke,69
2497,Sebasti88885010,2
2498,pragmaticgazer,9
2499,electronaut,170
2500,Skizzenbildner,309
2501,mount_bee,7
2502,HannesBoekhoff,443
2503,ThorstenKlein4,41
2504,Solarstorm777,2761
2505,MarcelNBG,37
2506,YourchargeG,21
2507,AlexanderBachm5,52
2508,DetlevHartenst1,138
2509,simschi,191
2510,DallAlexander,118
2511,n0tmad84,8
2512,joerg3n,94
2513,SubNat69,1670
2514,ThomasBlnMaHe,4
2515,tuxie01,11
2516,LoewenVatta,17
2517,hashtagdada,4
2518,Zora_211212,1803
2519,NeumiBln,28
2520,_Papa_baer_,862
2521,ahsamuel,1908
2522,foes_news,3073
2523,DetlefGurth,338
2524,wo_saarland,2033
2525,MichaelBaleanu,567
2526,ClaassenMeyer,42
2527,ergroovt,4906
2528,HergenSchultze,46
2529,Silvera52685925,5
2530,Seelenquetscher,12
2531,PatrickKausW,96
2532,SmartGridsBW,1421
2533,grassdackel32,270
2534,nyarla23,405
2535,AlexanderHobert,711
2536,SchwanderMurphy,1241
2537,SMBAH05,51
2538,Steffen18346341,31
2539,skugganorn,1186
2540,LastViking9,258
2541,niklashoehne,6210
2542,Arne_Timm_1,219
2543,europeanobserv3,61
2544,HeinrichU,11
2545,Hewahurgh,70
2546,GLSgiroe,180
2547,Echo_Online,8214
2548,mspnachrichten,870
2549,OEAMTC,3620
2550,gabonn,20372
2551,geezer76,61
2552,ThoSt_,9
2553,e_Olbi,25
2554,gradarDotCom,153
2555,KDPrivat2,3
2556,susi_lins,116
2557,dasauktionshaus,179
2558,HomontPhilip,123
2559,KLIMAfirst,36
2560,slggog,3
2561,NAMEWIRDGELADEN,106
2562,on_online_de,1803
2563,gyroskonto,1300
2564,Compleo_CS,8051
2565,derundertaker,223
2566,RonjaEndres,1571
2567,tesloniq,27
2568,Christi89558034,55
2569,ADAC,22023
2570,spreetaucher,785
2571,lzgezwitscher,4465
2572,holgerkopp,11733
2573,LangSebastian77,54
2574,binder_claire,412
2575,Netzkucker,852
2576,GrafFriedrich,2158
2577,focusonline,647957
2578,der_raddler,1444
2579,BWW04824756,53
2580,Joe_Kicrows,2952
2581,WifoeDresden,878
2582,ichfahreelektro,243
2583,MastercardDE,5252
2584,hans1034,3
2585,newsbotde,30
2586,HASENFARM,1656
2587,ecabriode,105
2588,SharinxGermany,24
2589,the_real_Marco1,14
2590,coffeeesspresso,9
2591,HeupelStefan,2
2592,satimedi,7
2593,ASchmelting,136
2594,Datenklempner,649
2595,PeterMagulski,360
2596,PimpYourMac,3688
2597,stadthahn,42
2598,rwschmidt1,1163
2599,olovelo1,17
2600,christian_bes,40
2601,ArneBaumeister,18
2602,MJFederspiel,29
2603,vollraute,2055
2604,psilocix,83
2605,thedj71,118
2606,Stoewhase,2107
2607,JLaupsien,30
2608,lennart_rixen,3562
2609,florian1205,21
2610,holger_CGN,28
2611,vinoveritas_in,578
2612,HalfShinyHead,179
2613,IngmarStadelman,26098
2614,Tom_Gruss,154
2615,totaberlustig,4955
2616,TeeJaneS,375
2617,ZioHuck,56
2618,TobiasPuhl,1
2619,oboehm,174
2620,MaryMieze,1662
2621,sebiturbo,11933
2622,thorstenschatz,2634
2623,DAfaehrtRad,2014
2624,nik_kolb,632
2625,UndFurs,6
2626,logischnh,0
2627,HarryKloeten,727
2628,trombonelix,154
2629,Europolitikus,1457
2630,JPProeger,1121
2631,bauchhaus,718
2632,sat1regional,4884
2633,Hoffi_72,3
2634,DasMensch2,38
2635,svenmkrause,157
2636,bikeberlin13,1958
2637,H_J_Schweitzer,748
2638,JurVoc67,5
2639,ChristophSimo12,6
2640,Wissing,37622
2641,firerobs,428
2642,DOeliger,1953
2643,focus_Energie,199
2644,ReinerAberJa,752
2645,HansWurst315,94
2646,MaxFichtner,2629
2647,Der_Nacht_Falke,33
2648,ardmoma,69380
2649,a_kirch,0
2650,faznet,754964
2651,velostromde,183
2652,hpgauster,91
2653,nojetlag,274
2654,DSchrombgens,56
2655,Drehmoment_dk,1305
2656,geraldkainz,2285
2657,ihknb,150
2658,MeiSchue,5
2659,Erzgebirger80,2212
2660,FAZ_Top,996
2661,ronaan,298
2662,FAZ_Technik,9917
2663,FAZ_NET,71973
2664,Fahrradfrau2,256
2665,psychotobs,603
2666,Mulinarius,4927
2667,eenginemagazin,307
2668,WoiApple,584
2669,nichrien,49
2670,bosse_uwe,4
2671,skracic,40
2672,pstnrt,766
2673,HH_BusinessNews,2721
2674,kingfrett,99
2675,chris_thirst,99
2676,RainerCMent1,721
2677,bauverein_AG,478
2678,RadlerInWI,790
2679,AngelFlorian78,728
2680,MAD9,546
2681,Scheinheilig16,660
2682,BD06064957,14
2683,woelpke,36
2684,DrElioAdler,2110
2685,ev_forum,109
2686,StefanMDo,1961
2687,Gert_Woellmann,11078
2688,OsignalC,527
2689,FlorianWillbur1,37
2690,rollie51,126
2691,SunnySuperSonik,1334
2692,sebigeb,305
2693,MrXlix,65
2694,BitC2201,114
2695,KKaltersee,29
2696,smokediver_tech,158
2697,micemty,0
2698,neuropsychologe,1055
2699,HeinzSchutze,194
2700,thomasrichter,1208
2701,wasMitNetzen,356
2702,BloodyBuccaneer,388
2703,Watch_Greens,29085
2704,AxorCreex,6099
2705,HANZOHANZOCOM,31
2706,Darkhor25227667,2793
2707,srfnews,331088
2708,Schulziboy,109
2709,CMDRArchadder,
2710,Angelika55R,193
2711,SandraSchobel,79
2712,dorettflorett,247
2713,Velucinate,40
2714,Melodramatisch,47
2715,svenhennessen,224
2716,Macintosh1968,182
2717,pazpeine,1194
2718,enercity,806
2719,Canyon_Micha,31
2720,WKolov,266
2721,GurkLilija,240
2722,wazwolfsburg,2928
2723,JunghannsThomas,66
2724,roman_schieber,2
2725,Stvedie,396
2726,carstenhag,247
2727,Tasmania_1893,161
2728,egelinga,55
2729,HNA_online,12281
2730,BndnisVerkehrs1,133
2731,DLFNachrichten,80776
2732,zeitonline_wir,77832
2733,theonase1,67
2734,wahadeem,32
2735,SF79458281,1
2736,unpstep,318
2737,Josef_K_Punkt,46
2738,JLuetgens,36
2739,MR69447031,32
2740,janek_tim,53
2741,AndrecitusP,14
2742,BesamePoco,94
2743,JoubertYuri,52
2744,squadrat,2247
2745,olewin,10107
2746,LoftGarage,4
2747,VSE_AG,847
2748,PureLove3103,1815
2749,Willi_Manilli,119
2750,ralfbj70,54
2751,MBordon13,277
2752,hntrmr,70
2753,MenzelZEL,2814
2754,hausaffe_,405
2755,Sternenstroemer,350
2756,Runkenstein,1259
2757,leipzischer,112
2758,Jolyo_99,161
2759,freie_presse,16011
2760,VeloWiki,155
2761,SchneiderDiete1,
2762,sogldaniel,108
2763,Kilroy576,480
2764,EnWiPo,1953
2765,clemisan,113
2766,timohetzel,15139
2767,NiceBastard,4588
2768,jehudasaalfeld,569
2769,Gazelight,354
2770,DasByte,111
2771,ChrischmiDE,941
2772,nealcail,24
2773,AndreasBaierDe,70
2774,TobiasClausing,23
2775,jokey2k,235
2776,eAutoCity,1527
2777,svenkubiak,115
2778,inku_i,670
2779,tucksy83,40
2780,23__Fischer,205
2781,rgruhn,278
2782,DziennikB,93
2783,AlexRadler,219
2784,Meikell56,777
2785,UrbanEcoDude,129
2786,StrohmChristoph,130
2787,reisinscha,235
2788,FridobertEngels,10
2789,orchidee_vanda,527
2790,SteffenSelbmann,3
2791,WinFuture,11037
2792,MMike2016,262
2793,trokon96045102,121
2794,BIDeutschland,11723
2795,TeslaChinaRider,303
2796,DominicBarden,253
2797,GerslLumir,177
2798,senec_gmbh,1066
2799,nicoduck,1233
2800,miezekater,311
2801,SusanneGabrie17,216
2802,LivingCloud,13
2803,Soehniboy,243
2804,_BaleLina_,140
2805,klages_uwe,228
2806,BaslerOliver,44
2807,koellefornia,192
2808,Alex00198700,1
2809,berlinerwoche,3806
2810,micha06de,749
2811,StefanBoheme,250
2812,hirnflatulenzen,84
2813,Nicoleopter,4135
2814,Babblfisch,90
2815,HardyLoppmann,67
2816,faktornull,189
2817,URock666,18
2818,hermann_tweets,52
2819,HilpertFlorian,74
2820,florianuhlemann,63
2821,apostelwandern,500
2822,hachtl1,84
2823,dapotty,27
2824,Der_Derwish,538
2825,OphelieJanus,6372
2826,BKWK_eV,273
2827,RothsteinMister,98
2828,LineaturExpert,394
2829,MotorZeitung,3209
2830,presseportal_ch,1075
2831,_holger,1889
2832,GeorgG_g,215
2833,ThanloSir,40
2834,gruenversiffter,712
2835,Maiduna,756
2836,Cyclassics2011,193
2837,YesAutoDE,255
2838,Loxodonta74,498
2839,tz8,279
2840,bernd_ramler,6
2841,MotziKlaus,585
2842,KOMMUNALaktuell,2360
2843,Westhouse_News,498
2844,tafkat69,1858
2845,AxelKamann,1823
2846,tuedelkopp,244
2847,DrFreak82,112
2848,Rehlein_ms,488
2849,TinleMar,137
2850,koeppl_simon,117
2851,Borchi28051,214
2852,StruC,63
2853,BoaConstrictorX,39
2854,deraltejaeger,707
2855,KITKarlsruhe,32998
2856,Raini68,156
2857,ThomasL37244668,20
2858,urfugl,23
2859,JonzTom,115
2860,acad_sup,8052
2861,Muether_Thomas,571
2862,HenriJohna,182
2863,DIEZEIT_Jobs,2433
2864,kipper_oliver,474
2865,NKaufmann1,42
2866,martin_blaschka,1891
2867,___AveN___,177
2868,zod1988,171
2869,tob_,81
2870,MobilityTalk,8
2871,RolandMLE1,558
2872,GustavGirn,85
2873,mkuehner77,41
2874,19juergenschulz,430
2875,Goldkrone3,33
2876,BuchheitMarkus,2009
2877,Wkkenkosa,80
2878,tomnag,152
2879,VIZ_Berlin,21523
2880,Linksfraktion,107334
2881,mBCampX,55
2882,RegineGuenther,8837
2883,WMSE_GmbH,134
2884,MDRAktuell,84542
2885,Weltbuerger3,1
2886,Wischekurier,28
2887,DASKAjA,764
2888,THE_HR_GIRL,1498
2889,FrankSiedler,769
2890,BR24,80494
2891,geraldomatron,136
2892,Option_21,342
2893,Harald_Georgii,783
2894,magnusmunter,307
2895,MichaelDownar,6
2896,b_sappek,852
2897,reportkoeln,3357
2898,SZ_Zeitung,1300
2899,PresseAugsburg,4023
2900,PN_Peine,368
2901,BS_Zeitung,7702
2902,WAZ_Redaktion,239571
2903,kampfbiber123,19
2904,HE_Nachrichten,472
2905,WN_Wolfsburg,2301
2906,GF_Rundschau,884
2907,WF_Zeitung,696
2908,VestWazer,22
2909,DoerteDev,1421
2910,KrisKoetterh,113
2911,encbladexp,231
2912,FlixiFix49,170
2913,goloroden,2605
2914,JoshuaMackPhoto,132
2915,oqueck,22
2916,Sayerth,145
2917,AndreasHammers5,165
2918,Thomas53730731,10
2919,netwart,72
2920,0xPIT,574
2921,enviaM,1418
2922,mijo_stein,326
2923,MajDanNovember,296
2924,TeamBrass,55
2925,BlackThabata,228
2926,MatthiasUlrich5,3
2927,MyBavariaOnline,202
2928,cmascaren,171
2929,GrueneAW,470
2930,aktion_mensch,76908
2931,LeonidLezner,2566
2932,Umweltnews,28886
2933,markusrosio1,4
2934,MuhleHilde,397
2935,SWRAktuellRP,52050
2936,FriedrichPendl,6505
2937,Dirk67985531,
2938,GRUENEimRatBN,1069
2939,iomoto_berlin,5
2940,Tux0ne,492
2941,bobhayle,83
2942,vzbv,22587
2943,GreenZonesEU,75
2944,Stadt_Buxtehude,2059
2945,radpankow,813
2946,micha_bloss,21990
2947,RWI_Leibniz,4546
2948,michel_l981,2
2949,hrnschrttmchr,26
2950,Chrisstyyan,273
2951,HarryPz0,12
2952,LisaWag04624310,37564
2953,stadt_kiel,12481
2954,jjordan1964,243
2955,mz_eisleben,734
2956,LINKEChemnitz,854
2957,cubnet,363
2958,MrMarksIII,4
2959,REHADAT,2429
2960,JoasScholz,647
2961,gebinger01,69
2962,TruStMaSter20,37
2963,spdde,424816
2964,euscherova,330
2965,wiener_boerse,2634
2966,wobe,633
2967,kanews,9281
2968,vzbawue,2310
2969,jvdhurk,683
2970,Herming1Stephan,423
2971,moreentropy,633
2972,StadtwerkeJena,843
2973,Remerk1,10
2974,ecrossgermany,364
2975,EXCO_GmbH,14
2976,DaliaEis,517
2977,Zirconos,154
2978,BirgitSippelMEP,5127
2979,DerandereSeite,240
2980,SvenGeDue,8
2981,joergw,183
2982,SpiegelEi16,638
2983,tobi__7081,8
2984,SimonWausM,24
2985,JConstantine80,5663
2986,Janomine,4992
2987,bluethenstaub,1446
2988,TAE_Ostfildern,1012
2989,freigeist007,695
2990,berlustkoni,181
2991,DoppelDu,15
2992,lgewessler,29779
2993,UmweltTH,2079
2994,derbrutkasten,6381
2995,ChrisPruessing,870
2996,alikonkret,95
2997,JoostBenjamin,2
2998,bfh_hesb,4080
2999,The_Sighthound,108
3000,maxOLAR1,204
3001,joergisageek,252
3002,edMizuCom,63
3003,KopfVollKnete,2751
3004,PeterBrandenbu9,19
3005,Jakob00289791,15
3006,bogenoux,13
3007,Energiewender,150
3008,syn45945089,
3009,Moerderentchen,42
3010,licki007,7
3011,surferBS,173
3012,ntvde_Auto,6115
3013,GmbhWarncke,436
3014,tungsten9999,6
3015,Doc_57,187
3016,HaasenJay,4
3017,Black_cat_aiko,123
3018,Der_Fumpinator,4390
3019,FalkWussow,676
3020,e2dot7182818284,3590
3021,Dilbert_MD,104
3022,mGebske,400
3023,Mom_and_Paul,7930
3024,FJWerewolf,277
3025,szpirna,151
3026,mybuxi1,30
3027,wdwarncke,1937
3028,nadinehengen,351
3029,HasstTwi,202
3030,MichaelCerveny,1598
3031,CleverShuttle,2729
3032,EdNetze,83
3033,Sicherheits_Ing,33
3034,tesland_de,229
3035,MaBa0815,8
3036,autotestsonline,185
3037,pascal__2k,243
3038,MXCfoundationDE,755
3039,rotdorn62,293
3040,kay_proll,6
3041,michael_rigoni,380
3042,janvesp,182
3043,_electrosuisse,232
3044,ClusterPolis,1603
3045,fimi_SH,259
3046,Essen_Ruhr,18416
3047,raphaels,22
3048,RodMcKay,389
3049,jmy2ct,3
3050,kein_Feind,308
3051,Derdaimirgendwo,169
3052,JaSiebert,665
3053,Fuhrparkverband,394
3054,AmNordpark,116
3055,unzuverleslie,532
3056,AdrianPimemento,45
3057,maxim_k,1374
3058,ProfEnergyHuber,1687
3059,MaxED9,705
3060,pietsch_h,29
3061,tprevisao,1648
3062,LavendelLab,169
3063,KoelnAmRhein,22
3064,lucaurgese,1385
3065,stan_s_,2
3066,baulinks_de,5287
3067,Fraunhofer_IFF,2580
3068,nachrichten_at,7546
3069,SAARTEXT,10160
3070,stadtwerke_ms,6612
3071,hammerih,176
3072,rad_ritter,3873
3073,KMittelstand,66
3074,energieheute,738
3075,owoschau,211
3076,sedlacek_d,256
3077,_HIHK,191
3078,Doktorette,819
3079,MDradelt,586
3080,Light_Building,13587
3081,JPRuehmann,571
3082,BW_Energy_,29
3083,pdr2002,1648
3084,eddiotos,680
3085,labruunt,762
3086,hannesleitlein,8556
3087,HuckfeldtOliver,341
3088,gete890,115
3089,DerChC,339
3090,imageschaden,1045
3091,LukasFLang,390
3092,Bastian_Laduga,400
3093,AnmutigerStein,3
3094,scherbenstein,1896
3095,Ja_Nina,882
3096,ohauvin,27
3097,cihansugur,3305
3098,benwei146,0
3099,DrRedPillerson,3938
3100,Domibln,559
3101,Jules_bn,125
3102,MrHutkopfmann,21
3103,emmiweberwebde1,1066
3104,KC__DC,2540
3105,NIODeutschland,12744
3106,totallyAcRo,1509
3107,NetzeBW,1397
3108,_noujoum,5295
3109,yokmhanee,139
3110,Fabulous_Filou,1032
3111,AutomotiveNds,279
3112,R35CH,60
3113,hexa_de,732
3114,mcfire999,228
3115,GenerationStrom,816
3116,wgkd,312
3117,ObserverGerman,7
3118,EUTheurer,8582
3119,Propylaeen,962
3120,siemens_press,40967
3121,image_werkstatt,141
3122,JuttaMaier,1102
3123,SUEDKURIER_HR,1436
3124,ricobarberis,
3125,Dennis_Kipker,2307
3126,Pfalzwerke,477
3127,stern_ratgeber,101
3128,sternde,1390251
3129,ForthWolfgang,152
3130,fabnie,200
3131,FEAAMGmbH,180
3132,stegoeri,978
3133,JanThaler,65
3134,CCitiesOrg,8950
3135,GueSchmid,98
3136,Nidhggr2,272
3137,Dustin_Mesch,472
3138,ZwaiStein,115
3139,BeatBalzli,5044
3140,Crisdinn,155
3141,HalleVerkehrt,9601
3142,thorstenfirlus,2959
3143,idowa,2784
3144,eswe_versorgung,430
3145,ThomasR06437981,12
3146,fraeulein_dings,51
3147,cdm231l,27
3148,Dunkelfluegel,221
3149,Leckert_,1204
3150,fl0h0ff,426
3151,ETetzlaff,866
3152,paskolumbus,590
3153,wirfuerhier,1435
3154,KastJoachim,275
3155,noz_os,2533
3156,AHW_Wasserkraft,1038
3157,d_le_nen,298
3158,EnricoTokar,4942
3159,SPlanz_GRN,69
3160,dempawels,0
3161,TobiasMair29,1114
3162,net_observe,0
3163,the_D1gger,822
3164,SirFlatpipe,114
3165,BrigitteKnopf,11330
3166,_Pekkala_,102
3167,DarkKryo,144
3168,FelixHeine,602
3169,StoutWolfram,33
3170,guzzimichel,27
3171,c3por2d2de,684
3172,medizinrecht24,478
3173,yves_venedey,899
3174,Genarro9,751
3175,Feuerwehrtom,28
3176,G_Herrendorf,27
3177,QBMurphy,21
3178,KasparekMax,81
3179,T_reck_s,11
3180,IceDragoneu,545
3181,Drikani95,32
3182,mina_en_suiza,936
3183,r3vilo153,
3184,CaptainPlanetAG,11
3185,DK3KM,301
3186,MaddyQuerulator,62
3187,MolleKuel,1516
3188,DerMannes,0
3189,Ralf_P_Bastian,115
3190,taschenorakel,1164
3191,UdoSiev,3801
3192,FischwaffeI,99
3193,netzwerk_arbeit,180
3194,Selbstl_D_enker,387
3195,myc0d3sucks,83
3196,Googolplex1,0
3197,SonntagsHessin,26
3198,chinhzilla,283
3199,demoonline,1752
3200,eurobattery_ger,219
3201,acv_de,4451
3202,sandro_botiloti,12
3203,FN_Nachrichten,5043
3204,Kunkeline,3380
3205,HDT_Aktuell,2371
3206,RedRegionews,338
3207,energate_de,4461
3208,G2plusG,49
3209,tobiasheyer,568
3210,JuiceTechnology,376
3211,TimSchmuckall,3807
3212,Baz14587134,81
3213,psharedmobility,198
3214,lukashornliu,21
3215,SP_Automobil,936
3216,DroogTroop,5
3217,Ap_Saegge,1040
3218,_yuri_nako,118
3219,SbergEric,92
3220,swdag,1756
3221,OlliLuksic,13694
3222,ayranundspeck,773
3223,Bitkom_Mobility,1899
3224,Doro_Martin,4756
3225,gri_mm,19370
3226,phoenix_de,168597
3227,BjoernSimon,619
3228,arrasz,642
3229,SeibothPeter,1007
3230,flitzpiepe0815,314
3231,evansonslabs,39
3232,fehlicksAT,329
3233,Eiserner5,22
3234,KunzDrte,491
3235,alex_stoehr,294
3236,Cpt_KeksMonster,318
3237,mobility_day,68
3238,GyrosderGrosse,339
3239,aow_de,422
3240,KarlBru,9
3241,phaenomatiker,13
3242,cdu_fra_ka,237
3243,OekoZentrumNRW,560
3244,ixi_moa,198
3245,FGogga,22
3246,holzline,479
3247,theowl84,82
3248,Schmantinski,60
3249,jange35553567,175
3250,JaNi02930804,47
3251,ThThieme,0
3252,FriendlyUser,452
3253,Smood321,283
3254,ISL_eV,1863
3255,HWKCottbus,777
3256,Offroad_Junkie,973
3257,Partisani5,960
3258,BergstraWfb,103
3259,SaabRedJ,434
3260,kaikutzki,105
3261,HouseMeisterMd,32
3262,elebrir,58
3263,JayLeo,224
3264,Claudia49844203,111
3265,SWRAktuellBW,84025
3266,ARasmus74943318,78
3267,Vladpsojg,60
3268,AlexanderBultm1,102
3269,British_Islands,27
3270,Joerg_Rehmann,1026
3271,sduwe,4020
3272,schaal_roland,153
3273,AxSchulz,186
3274,Sehnde_News,515
3275,BadMan4711,10
3276,Storch_i,13051
3277,meckerbuedel,35
3278,DC4LW,2245
3279,RADIOPRIMATON,557
3280,dschnaepp,1209
3281,carsten473,63
3282,Innovestment,980
3283,Konii_de,5193
3284,twt_christoph,56
3285,DanielS29546200,12
3286,soesch,605
3287,bolli3097,1502
3288,vznrw_energie,2817
3289,pasple,94
3290,_Iyalei,25045
3291,WFBBrandenburg,1684
3292,Tectrion,285
3293,Sissl,860
3294,DealMagazin,2824
3295,MWiedenmaier,401
3296,jopatblues,115
3297,HolgerBach,536
3298,PVMieterstrom,507
3299,LarissaHolzki,1602
3300,grunliberalebs,712
3301,BaselStadt,14089
3302,enerviegruppe,349
3303,CURRENTA,1784
3304,julscho,378
3305,schoenthomas,72
3306,AntimateX,195
3307,SteckKephan,23
3308,itikode,45
3309,GHasselwander,515
3310,FilmTeam,5913
3311,tff_germany,1558
3312,Subventa,286
3313,sventhebearded,10
3314,Chris_Rux,823
3315,fpkayser,29
3316,waus_e,
3317,energyloadEU,3037
3318,fibertothedesk,56
3319,Josh22087291,6
3320,PhesKlNachtmusi,204
3321,olaferfurt,169
3322,XYZ42ZYX,9
3323,MichaelRieker,70
3324,PowerPlusCom,769
3325,OmexomD,86
3326,dagstar84,231
3327,HannGu,91
3328,FrankyB122,481
3329,WobDigital,79
3330,Yannikau,234
3331,LinkeMadeleine,1336
3332,ak_gruenesherz,96
3333,David_Wortmann,3118
3334,MeistelGlanz,622
3335,MikesMeckerecke,110
3336,KotarbaRalf,1557
3337,xxotweety,378
3338,Nulllpunkt,68
3339,JOEvonKO,264
3340,AxelSielaff,15
3341,BjBerry00,103
3342,MartinMay678,2756
3343,bayer_wald,47
3344,Mmmmmmonk,
3345,eu_skinny,4
3346,helmi,6082
3347,leonardwuest,108
3348,OliverCarl,303
3349,JoClessie,331
3350,BellmannErika,228
3351,AEWEnergieAG,1116
3352,airliners_de,5699
3353,Jonas135798642,4621
3354,mwde,508
3355,Christi67345351,79
3356,chrismeissner,698
3357,Wolle9991,19
3358,maternus,8827
3359,runo_public,157
3360,piroh1990,21
3361,quodcumque,92
3362,ZfK1,
3363,Th_Unnerstall,215
3364,Deutsche_Wohnen,4710
3365,biocarbon,65
3366,cobratech,232
3367,meistroENERGIE,731
3368,InselNFS,78
3369,TRIGEMA,2075
3370,BIRCHWOOOOOD,616
3371,nniniann,4
3372,Huly16609302,173
3373,paekhh,310
3374,MarBrom,455
3375,CuvillierVerlag,312
3376,Heierle,2261
3377,EdiSadlo,7
3378,zettelfalter,1235
3379,StwBo,1270
3380,RobertPietzcker,568
3381,DKEAktuell,1709
3382,2Bhex,194
3383,uschlappner,68
3384,PeterBorbe,11381
3385,mittelhessende,5294
3386,Delutenkind,613
3387,krim_rub,6737
3388,Dewezet,2560
3389,AndrePodschun,198
3390,jenny_scharp,1028
3391,Wirtschaft_Nbg,1185
3392,SimonSch11,5
3393,dennisheusser,1826
3394,eupd_research,44
3395,davepermen,1219
3396,jdohrmann,25
3397,HaleoKn,103
3398,mogosaeege,537
3399,mol_zeynep,6115
3400,ENM1989,309
3401,HariMrMarket,1674
3402,olschok,1989
3403,we5,367
3404,Hans_Opa,807
3405,mittelstandcafe,1212
3406,PREcho_de,413
3407,fabnapp,1479
3408,archimag,35973
3409,tom_odt,22
3410,wophag,222
3411,cmenschel,437
3412,Balkongast1,236
3413,magnetic_cement,1664
3414,th_willenbrink,648
3415,Afebriwyn,26
3416,wenig_worte,8546
3417,franknagel_de,563
3418,AltvaterUli,3394
3419,twizybaby1,401
3420,Micha_K_NIX,151
3421,Flushbug,35
3422,BerndBandekow,169
3423,4the1future,9
3424,querdenkenwatch,16594
3425,Hockerrocker80,685
3426,BigRudolph,59
3427,9872Ro,771
3428,MasseyFriend,902
3429,peterfriese,4532
3430,MartinHufschmi2,269
3431,ClausAbleiter,189
3432,marv_schneider,8
3433,demderdawohnt,32
3434,Wayne49252139,28
3435,timohaberl,41
3436,EVTECfastcharge,551
3437,GlobalistYT,63
3438,Observer_de,
3439,alecmcint,4663
3440,Radojka13809822,17
3441,doorstopper_,63
3442,produktivkraft,30
3443,MichaelSchibli,471
3444,GerstUlrich,55
3445,thoschmitt,28
3446,HolgerHollo,1691
3447,KantonZuerich,20166
3448,tuvcom_presse,3065
3449,JensHilgenberg,2256
3450,_klimanotstand_,2251
3451,Burdinski,1796
3452,chris_d77,50
3453,AndreasBlnMi,876
3454,reviewmirr0r,35
3455,pommesfritz60,186
3456,gruene_future,363
3457,BenediktLauenb,462
3458,rhenagde,2830
3459,ErdemTaniyan,607
3460,Hagen_Westfalen,4742
3461,immoclick24_de,23
3462,HoE_Hessen,214
3463,hagen_hoppe,1624
3464,berlinfluencer,116
3465,HerbtheBird3,233
3466,NewHyperion,365
3467,greenCat_mike,1040
3468,pmajrider,98
3469,t0ncul,34
3470,EScha54,82
3471,PAltemeier,418
3472,LudaLisl,2197
3473,autinate420369,420
3474,jkbckr,1631
3475,CK_Cork,6
3476,stef_lange,125
3477,lazy4a,8
3478,ChFromStgt,308
3479,meistertipp,5025
3480,vhhbus,20765
3481,goerch,270
3482,motor_at,133
3483,tuvhessen,210
3484,GHJeitler,1309
3485,sustephan,314
3486,sihk_zu_hagen,590
3487,georg_renner,23080
3488,WPRCOM,533
3489,secuninja,5559
3490,StitchDarth,170
3491,9Lukas5,237
3492,KruseTom2,0
3493,Dr_Hebecker,595
3494,JKFahr,100
3495,Melina73710456,13
3496,GTEM,25287
3497,wakeupnews,277
3498,Friesenhahn,31
3499,Banana62693411,13
3500,FFHRegional,24545
3501,FuW_News,13818
3502,jaeger1972,369
3503,FrauKefke,7950
3504,lazordita,7
3505,Leo_Proettel,1924
3506,TibaStefan1,23
3507,STBEH4,31
3508,MrAccess69,800
3509,skB90G,1483
3510,wwwchrisde,218
3511,luxrationis,86
