video_id,title,published_at,channel_id,view_count,like_count,comment_count,job,id
yxB_qFPdKeo,Prof. Maximilian Fichtner - Neue Batteriekonzepte für die Elektromobilität (Mai 2021),2021-12-01T12:20:32Z,UCjlQUYxw7yjLuq5wTcJE-yA,26844,808,109,0,0
75T7BKlPJHA,Pininfarina Battista: Mit 1900 PS noch fahrbar? | Fahrbericht | auto motor sport,2021-12-01T08:00:04Z,UCLINPbYQ9sy6qc-TqtBeVnw,166638,2032,345,0,0
K2-mDTj0kYY,"eMobility update: BMW Performance-Plug-In, mehr Reichweite für Opel, 1500 E-Trucks für DB Schenker.",2021-12-01T11:11:58Z,UC_vO01sSD25a73DhoaxtZTw,5735,428,29,0,0
XEdnMdfEJN8,TESLA Giga Berlin: Keine Produktion in Dezember 21?,2021-12-01T16:00:21Z,UCpPbcfwq0wOpWrC0gBs73tQ,15171,882,46,0,0
WEDAVwIi_48,275 Euro geschenkt durch THG-Quote mit dem Elektroauto,2021-12-02T16:00:25Z,UCBc0Mghy-6jhMXs3T7DluMg,16387,662,156,0,0
ukvaF5DnAqE,"Akkus für Elektroautos - wo stehen wir in der Forschung? Materialien, Trends, Perspektiven",2021-12-02T15:00:36Z,UCd5Jpd5473VPhNjdWMUP6tw,31922,2220,190,0,0
KqTT6SdqB-0,"eMobility update: E-Cabrio von VW, Opel Astra Kombi als PHEV, Mercedes steigt bei Factorial ein.",2021-12-02T11:00:09Z,UC_vO01sSD25a73DhoaxtZTw,8862,507,26,0,0
V3vU5vSbGYw,MENNEKES Ladelösungen für Unternehmen und Gewerbetreibende,2021-12-02T12:22:33Z,UCquudVXUPxDHL-8ZqKVsGXQ,551,10,1,0,0
fhd4pBQ7VBA,VW T7 Multivan (2021) Hybrid: Der neue Bulli mit Plug In. Ausführliche Vorstellung und Review.,2021-12-02T15:00:20Z,UCGoI004ZXiUb1NmY3zXBWTw,14562,195,48,0,0
ZsYrw6HYRjA,"Breaking Elektro-News: BMW i4 Auslieferungsbeginn, Verkaufsschlager Q4 e-tron, Corsa-e Reichweiten +",2021-12-02T06:00:10Z,UCsNdsFTTBj5jcRJSWeJ8-Xg,6240,436,66,0,0
