,video_id,title,published_at,channel_id,view_count,like_count,comment_count,job,id,valid
0,rpFKN1voIZw,E-Auto - Was kommt an Unterhaltskosten hinzu? | Ausgerechnet | WDR,2021-09-01T18:00:33Z,UCn7wWR5KnpX_N6ZaBNuyVYw,439986,3443.0,2173,0,0,valid
1,eeOr49Swu3U,Vollwertiges E-Auto oder doch nur Verbrenner-Verschnitt? - Der Volvo XC40 im Praxistest,2021-09-01T16:00:16Z,UCgmB8S3f8-9dR8alVUZuZxQ,28093,1304.0,146,0,0,valid
2,SGPygW8f6QU,Tesla Model Y mein erster Eindruck,2021-09-01T15:00:30Z,UCua87-Wr29nGhVLzZrN2e_g,6959,311.0,32,0,0,comment threshold
3,8jaGxOqu3fM,"eMobility update: Reichweiten-Rekord mit Elektro-Lkw, Lotus plant 4 Stromer, Förderpause in Schweden",2021-09-01T10:00:12Z,UC_vO01sSD25a73DhoaxtZTw,7612,426.0,47,0,0,comment threshold
4,ld34oBwCcHc,Tesla Hebamme verzweifelt 😩 Peinlicher Service Center Fehler 😡,2021-09-01T13:09:29Z,UChjA0Vy8gClgOU9W1ttvt8w,44269,2698.0,180,0,0,valid
5,oiO8Prt5Rrs,Tesla MODEL Y - FAZIT nach 1.000 km MODEL Y - Vergleich zum M3LR... und Bio-Weapons-Defence Mode,2021-09-01T16:23:26Z,UCasePAQ_q7tbUGybICCj4NQ,9152,628.0,56,0,0,valid
6,CApGmikXGrM,Steuerberaterprüfung 2021 | Das sagen die Kursanbieter,2021-09-01T16:30:03Z,UCCwCa-faBqcY-zJ4PS1lCHA,2279,43.0,7,0,0,comment threshold
7,gLG5aTbHP1o,Fette E-Tankstellen: Endlich Ende des Elektroauto Leides in Sicht?,2021-09-02T06:00:10Z,UCiZnK4X73okItJqaCs2YDOQ,103019,6221.0,972,0,0,valid
8,C9CXxNxfyG8,"eMobility update: Opel Astra wird elektrisch, VW ID.3 und ID.4 im Abo, Mercedes AMG Plug-in-Hybrid",2021-09-02T10:00:12Z,UC_vO01sSD25a73DhoaxtZTw,6181,378.0,25,0,0,comment threshold
9,cVrsFitECT0,Model Y SR 49.990€? / Model 3 & Y in Indien zugelassen / Model 3 Unfall Florida / FSD-Verkauf  11%,2021-09-02T11:16:47Z,UCP1ZmU7-oVi8dMhbCEbAD3Q,5265,494.0,76,0,0,valid
10,Xdlm5lx8zxA,MODEL Y - Computer auf Rädern...Over-The-Air Updates lässt die anderen OEMs.... Vers2021.24.14 hier!,2021-09-02T16:00:10Z,UCasePAQ_q7tbUGybICCj4NQ,5967,654.0,109,0,0,valid
11,NC2ZAuUPHnc,"Starker DAX-Donnerstagsbeginn, Xiaomi, Tesla, Paypal und Robinhood mit unterschiedlichen News",2021-09-02T08:18:21Z,UCg18M7fBsnROHoxz-SGiqvQ,421,18.0,3,0,0,comment threshold
12,ZKCEGb1E-yQ,"Was steckt im Citroën AMI, Opel Rocks-e? - Laderaum, Ausstattung & Technik „en detail“",2021-09-02T16:30:04Z,UCaCaZ-vKtnMG2_FKmEePChQ,24469,848.0,140,0,0,valid
13,9K4hl031IfI,Varta: Maydorns falsche Meinung,2021-09-02T14:30:01Z,UCwJI35C9xWQE4W1OIewi_8w,52174,1192.0,256,0,0,Topic
14,BIB3H43lSKY,Jenke deckt auf: Sind wir Opfer der Kosumgesellschaft? | JENKE. DAS SHOPPING-EXPERIMENT,2021-09-02T10:00:05Z,UCh-Ftqf4si1HFVtDm7Y10yg,14473,141.0,6,0,0,comment threshold
15,MvyXkOfdFHI,Elektromobilität | Vor- und Nachteile erläutert,2021-09-03T13:00:11Z,UCegRmvXSn3haZutrzXambDQ,591,10.0,10,0,0,comment threshold
16,WBIwgtEhDlM,Q & A Elektromobilität im Alltag -  Folge 1: Reichweite,2021-09-03T14:00:22Z,UCr1Obvo5Gl5VYVuHtUlHALg,2943,9.0,1,0,0,comment threshold
17,i6gmkkfhmEY,Aiways U5 2021 Alltagstest - Elektro-SUV für 30.000€,2021-09-03T15:00:31Z,UCaTyFx9Llt5nQRAFjZyowow,6344,201.0,33,0,0,comment threshold
18,AIWdV_fYUcg,"nextnews: Model Y Übergewicht, VW App Store, Tesla petzt, illegale Schnellladesäulen, Opel Astra",2021-09-03T16:00:04Z,UCgmB8S3f8-9dR8alVUZuZxQ,94909,4238.0,989,0,0,valid
19,ADLTGy-fMMk,"Opel Astra Elektro kommt, Sono Motors bidirektionale Wallbox, Traton wird elektrisch, VW ID.3 im Abo",2021-09-03T16:20:35Z,UCBc0Mghy-6jhMXs3T7DluMg,7983,487.0,52,0,0,valid
20,LVrNw5tP_x4,"Alte Elektroautos: kleiner Akku, große Reise? Roadtrip",2021-09-03T03:30:08Z,UCwQmqAG_8YlgakD8Dj0DZ4w,6992,276.0,124,0,0,valid
21,bki1UciYFLg,"STAT E-STICS #34 | Neue Elektroautos von Lotus, Honda, Mercedes, DS und die aktuellen Lieferzeiten",2021-09-03T15:48:56Z,UCDDj2GWklzZ09X7R9OtsX3Q,5247,371.0,21,0,0,comment threshold
22,6ArdNVG45tY,Klage ums Elektroauto laden | Mieter will Wallbox per Gericht erstreiten,2021-09-03T14:27:03Z,UCaCaZ-vKtnMG2_FKmEePChQ,5424,529.0,117,0,0,valid
23,b7Rovc4uVVQ,Welche E-Autos können Wohnwagen ziehen?,2021-09-03T11:03:01Z,UCsFn3MVZBT1_GWFzgv4QF3A,2444,64.0,40,0,0,comment threshold
24,L68gjGeSgVs,Reichweite und Verbrauch Peugeot e208 bei Tempo 130 - Testfahrt [Deutsch 4K] | Vision E Drive #123,2021-09-03T16:00:10Z,UCDMd4FzBxxKD5yAeeLStU6A,5187,207.0,80,0,0,valid
25,ZNt9SudmiY0,ANWALT klärt auf: WÄCHTERMODUS / DASHCAM erlaubt? - BHO LEGAL| EFIEBER,2021-09-03T16:00:17Z,UC7yTmxTaRki-3qVGF14Tchw,3105,201.0,66,0,0,valid
26,3di8KErObJU,TESLA Model 3   Das erste Jahr,2021-09-03T10:00:03Z,UCchH1esPCWvzigavq5JDwlQ,3858,290.0,33,0,0,comment threshold
27,NvuHWnyVptE,Mustang Mach E bremst sich fest in der Waschstraße! Mein Trick dagegen.,2021-09-03T14:05:41Z,UCVUBc0WF5X-w3T8s6Wyx-jw,7938,473.0,119,0,0,valid
28,VCAmIsJ0Qy0,Alternativer Autogipfel - Fachleute bewerten den Status der Elektromobilität in Deutschland,2021-09-04T15:41:39Z,UCqQGYPEU7DiNA6bUUmehb8g,9077,436.0,56,0,0,valid
29,rl6KPlPpF_c,Tesla Model2 ohne Steuerrad? Roadster erst 2023 Tagesthema Elektromobilität Nr.412,2021-09-04T15:00:20Z,UCHuXYLIv70fPKK9c60TwLQw,203,27.0,6,0,0,comment threshold
30,yuixvLDyjyc,Alternativer Autogipfel - Fachleute bewerten den Status der Elektromobilität in Deutschland,2021-09-04T15:37:59Z,UCSEJS2CZmTsXrpbKTdkJX5g,684,39.0,2,0,0,comment threshold
31,jIc7894XAr8,Elektroauto laden ist viel zu kompliziert #shorts,2021-09-04T15:00:17Z,UCddkvrnYqGRfODPMUQqisiw,1420,49.0,7,0,0,comment threshold
32,LyyHYe6Z8sg,Mercedes-Maybach Concept EQS | Erster Elektro-Maybach wird ein SUV | Vorstellung mit Andreas Huber,2021-09-05T17:53:21Z,UCJrXOOtvmGn4CF7aYaJwuHA,28725,518.0,144,0,0,valid
33,WzCeAAkdbkI,Mercedes EQS AMG: Sogar stärker als der Taycan Turbo S!,2021-09-05T16:08:03Z,UCiZnK4X73okItJqaCs2YDOQ,62977,3172.0,410,0,0,valid
34,5mC1ndh6PWw,"Geförderte Illegalität - Monopole, Eichrecht... Tagesgeschäft an deutschen E-Ladesäulen",2021-09-05T18:36:19Z,UCaCaZ-vKtnMG2_FKmEePChQ,3652,298.0,19,0,0,comment threshold
35,IscZxnKCnE0,Das müsst ihr zu unseren EQ Abo Modellen wissen,2021-09-05T07:30:06Z,UCpcKynFD5yguZcZI_dbmXOA,4764,17.0,1,0,0,comment threshold
36,WDtyrUAoF10,Mein TESLA MODEL Y Ist Da!,2021-09-05T10:00:14Z,UC3rz4cx41jWj7shRBTetzkw,73478,3448.0,394,0,0,valid
37,IeJb7FC6vn0,Die IAA rückt Elektromobilität in den Fokus,2021-09-06T17:27:07Z,UCcPcua2PF7hzik2TeOBx3uw,1441,16.0,16,0,0,comment threshold
38,Q_lBij8oCJo,"IAA 2021 - EQE, iD.5 und co. was gibt es neues von der Messe aus München?",2021-09-06T19:02:30Z,UCaTyFx9Llt5nQRAFjZyowow,7468,205.0,27,0,0,comment threshold
39,eV2Cq2KOars,Lukaschenka-Gegnerin Kolesnikowa in Belarus zu elf Jahren Haft verurteilt,2021-09-06T13:30:09Z,UCcPcua2PF7hzik2TeOBx3uw,6145,111.0,203,0,0,Topic
40,G1S7hf4uOac,"eMobility update: Renault zeigt elektrischen Mégane, Volkswagen ID.1, Mercedes G-Klasse als Stromer",2021-09-07T10:00:12Z,UC_vO01sSD25a73DhoaxtZTw,6707,406.0,37,0,0,comment threshold
41,EEgwHLHvyHY,Renault Megane E-Tech Electric im IAA-Check - alles was ihr wissen müsst!,2021-09-07T14:00:05Z,UCaTyFx9Llt5nQRAFjZyowow,5595,195.0,34,0,0,comment threshold
42,m09f0pesni8,Warum V2G wahrscheinlich scheitern wird mit Holger Laudeley,2021-09-07T15:00:22Z,UCBc0Mghy-6jhMXs3T7DluMg,42672,2158.0,418,0,0,Topic
43,2tVv-ewb-cc,Fahrsicherheit: TESLA VERSAGT & neuer IONIQ 5 TOP | Vergleichs-Test,2021-09-07T15:25:50Z,UCDDj2GWklzZ09X7R9OtsX3Q,23747,514.0,97,0,0,valid
44,H9OhsUZWqeQ,Mercedes EQE 350 auf der IAA: Premiere der vollelektrischen Alternative zur E-Klasse in München.,2021-09-07T17:10:15Z,UCsNdsFTTBj5jcRJSWeJ8-Xg,1962,217.0,41,0,0,comment threshold
45,fEsV0DSyN-g,"1. ELON TV - TESLA Roadshow: Kennenlernen, Gespräche, Testfahrten, Wahl des Gewinners Tesla Model Q2",2021-09-07T16:15:11Z,UCasePAQ_q7tbUGybICCj4NQ,1760,130.0,10,0,0,comment threshold
