follower_count,user_id,user_name
19903,14941624,glsbank
3588,171506255,NATURSTROM_AG
11947,189884738,bdew_ev
15520,12786932,EnBW
9716,213995324,ElectriveNet
7506,2477982157,VDA_online
1860,1135473623186268160,news_nowgmbh
30763,40022234,EON_de
4847,1960084638,AllegoCharging
2826,1245034356239994880,EWS_Schoenau
