follower_count,user_id,user_name
39866,103121268,kkklawitter
8571,738368253425287168,Elektro_Robin
7506,2477982157,VDA_online
1860,1135473623186268160,news_nowgmbh
15520,12786932,EnBW
9401,1964435838,Stefan_Hajek
13371,821675328661782528,nextmove_de
98295,725866657,VQuaschning
11947,189884738,bdew_ev
3776,1226731,Hagen
1699093,8720562,welt
