follower_count,user_id,user_name
8571,738368253425287168,Elektro_Robin
39866,103121268,kkklawitter
15520,12786932,EnBW
13371,821675328661782528,nextmove_de
2152,1123267215678160896,thestanceman1
9401,1964435838,Stefan_Hajek
3776,1226731,Hagen
6354,22915070,stang2k
98295,725866657,VQuaschning
3573708,5734902,tagesschau
790,47740700,janusPrime
1055,310723799,Mingiam10
6607,10456882,frankfeil
