video_id,title,published_at,channel_id,view_count,like_count,comment_count,job,id
fCSuHaCW8co,Reichweite im Elektroauto | Gefühlt & Real | EVlog 4.4 | E-Mobilität ohne Wallbox,2021-07-01T16:21:13Z,UCaCaZ-vKtnMG2_FKmEePChQ,8132,432,93,0,0
VDVUitUkA9U,"eMobility update: Renault verschärft Elektro-Ziele, Mercedes eActros, Verbrenner-Aus in Kanada.",2021-07-01T10:00:59Z,UC_vO01sSD25a73DhoaxtZTw,4467,392,13,0,0
DEHEZ3ickyI,Nicht 100% überzeugt! eAuto Experte zeigt typische Renault Zoe Schwachstellen,2021-07-01T17:09:54Z,UChjA0Vy8gClgOU9W1ttvt8w,38008,1342,186,0,0
HxPykT9tyqs,Der neue Audi Q4 e-tron im Autohaus Wiedmann!,2021-07-01T07:15:02Z,UC4UY5ZA6P1MbFTAdehgJX5Q,3036,14,1,0,0
wPvs1h2k9hY,Breaking Elektro-News: Maingau ruft an! Ladesäulenkartell? Fördertopf Wallboxen. Shell und Ionity?,2021-07-01T05:00:14Z,UCsNdsFTTBj5jcRJSWeJ8-Xg,11574,925,173,0,0
jcvJZNtn3q0,🔋 Der Volvo Zukunftsplan inkl. elektrischem XC90 ab 2022!!! [4K] - Autophorie Extra,2021-07-01T16:00:18Z,UCDvtMIw31B3Id6tZlS6tNTw,1859,39,14,0,0
YkmmCTJZqcE,2344 km Kurztrip mit dem Audi e-tron 50 (64 kWh) an die Côte d'Azur,2021-07-01T16:54:45Z,UCXzAdSkGFtjrbuucfC-t7gA,14667,982,271,0,0
i62w58JfUPc,Spritzwasserschläuche beim Tesla Model 3 können reiben und beschädigt werden | hier die Lösung,2021-07-01T19:56:16Z,UCf6kkAGiOV_azeGaZ_gKVLQ,492,42,8,0,0
ZtNlT4DeagA,"Volvo Concept Recharge - Volvo`s Ausblick in die Vollelektrische Zukunft ""weniger aber besser""❓❗️",2021-07-01T14:59:33Z,UCuPH6ouleIo8IhmZy65m4pA,1372,48,14,0,0
gffVAStfkW8,PV-Leistung clever optimieren: Die neue Sunny Design Verschattungsanalyse und SMA ShadeFix,2021-07-01T07:31:33Z,UCLpKdGd_bgr2s5cwexaNHQw,594,10,3,0,0
kLMEB3eSIvk,"STAT E-STICS #25 | Elektroautos laden schneller und werden günstiger (Tesla, BYD, BMW, VW)",2021-07-02T16:04:59Z,UCDDj2GWklzZ09X7R9OtsX3Q,25906,667,85,0,0
iowXTgwXzmg,"Mit dem VW ID.4 nach Kroatien in den Urlaub, eines der letzten Abenteuer dieser Erde?",2021-07-02T20:34:23Z,UCTQYz0R69aMr8pS52UfVTZQ,25383,534,137,0,0
Mury5eL4uQM,"""Dann soll'n sie ihn doch wieder nehmen!"" Noch einmal E-Auto? Ich frage nach! EQC, iD.3, Taycan, co",2021-07-02T15:00:10Z,UCaTyFx9Llt5nQRAFjZyowow,18396,701,171,0,0
tc7lWiPvwy8,Neue App Macht Elektroauto Laden Noch Einfacher! (Und Günstiger!),2021-07-02T11:54:12Z,UC3rz4cx41jWj7shRBTetzkw,67867,3139,518,0,0
LUeBT3yuFOk,"eMobility update: Volvo will Elektro-Primus werden, Shell und Renault wollen zu Ionity, Nissan.",2021-07-02T10:00:12Z,UC_vO01sSD25a73DhoaxtZTw,5891,433,16,0,0
luvGNt9HZiY,Hitzewellen und Starkregen | Was denkt Julian | Wort zum Freitag,2021-07-02T11:41:08Z,UCaCaZ-vKtnMG2_FKmEePChQ,1711,281,89,0,0
DdHsZTxVgWw,Elektromotor contra Verbrenner - Emissions- und stressfrei in die Zukunft? | quer vom BR,2021-07-02T09:16:00Z,UCAeXKE-3J-6u68tO5Oafyag,12797,265,355,0,0
dXK3xsPbk4k,Autopilot An-u. Ausschalten mit dem Abblendlicht! Ist die Radarfunktion schon abgeschaltet? TeslaM3,2021-07-02T18:38:56Z,UCf6kkAGiOV_azeGaZ_gKVLQ,363,30,12,0,0
szQxg6_TLOc,Ladesäulen von TankE auf dem Land: Strategisch sinnvoll platziert?,2021-07-02T11:00:19Z,UCuAoYLGCCtkXz0xKuM1MUTQ,3915,239,138,0,0
gSviCtv1d-Y,eBiken am Gardasee | Arco - Riva - Lago di Tenno | Eine abwechslungsreiche e Bike Tour für Jedermann,2021-07-02T13:00:14Z,UCUj1ZgWJdg1W51NUHMV2wDw,32118,1103,114,0,0
5EYpMgy9vm0,Mercedes EQA Reichweitentest! Alternative zum VW ID4? Mosel - Rhein Besuch.,2021-07-02T10:00:02Z,UCVUBc0WF5X-w3T8s6Wyx-jw,13310,472,169,0,0
roq1RLaFfl0,800V – Nicht für jedermann geeignet!,2021-07-02T16:00:25Z,UCcyu28yuLowGS_ckohZ7nkQ,976,84,12,0,0
U8BJVS4bkSE,DJI MINI 2 - DJI FLY APP 1.4.8 - Android - NEUE FEATURES - BUGS - VORSTELLUNG UND TEST !,2021-07-02T15:54:14Z,UC4IhEYCf0JySioK7uNpw_tA,9765,289,89,0,0
VEgzm7dmeT8,Der Nissan Leaf e+ - *** So schnell entwickelt sich Elektromobilität weiter.,2021-07-03T07:30:01Z,UCVKe3-5kQRddaOHTdn-_Qbw,70518,485,125,0,0
rNkxEGcKwF0,Tesla Model3 SR+ der Verkaufsrenner Tagesthema Elektromobilität Nr.396,2021-07-03T12:00:33Z,UCHuXYLIv70fPKK9c60TwLQw,422,24,5,0,0
isTb4grtVfY,So geht Urlaub mit dem Elektroauto - 7 Tips für Euch | 163 Grad erklärt,2021-07-03T09:59:58Z,UCbe4BpM5-Ta7MIlbKOofTDA,38929,1472,200,0,0
ApvMI5Ldq8E,KIA E Niro mit 64-kWh-Batterie,2021-07-03T05:00:01Z,UCcg3LUdSW5cvs0c-bL9FRDw,4001,64,30,0,0
B2TEGbtv2yw,Bochum Ruhr Park Tesla Supercharger! E-Auto laden an einem der größten Einkaufszentren Deutschlands,2021-07-03T20:11:17Z,UCnO3VZ_KQpBcUq6h5oJ1b6A,875,31,6,0,0
v8kY2cWirn8,"Maingau erhöht Preise, Audi e-tron Facelift, VW ID Buzz Erlkönig, Volvo Concept Recharge",2021-07-03T07:00:11Z,UCBc0Mghy-6jhMXs3T7DluMg,9173,578,120,0,0
AXz8eYEzbjI,Der Hyundai Ioniq 5 2021 im Test - Hintergründe des Autos [Deutsch 4K] | Vision E Drive #112,2021-07-03T16:00:07Z,UCDMd4FzBxxKD5yAeeLStU6A,9959,334,90,0,0
_dZRZqx2sdI,"Tesla Model S Facelift Umbau, Model 3 Unfall und News",2021-07-03T15:06:13Z,UCqtBzOjVW0aLVZHaRYu7dpQ,28061,1331,144,0,0
KtwneEfn9SU,6. Plattform Elektromobilität der Roadmap Elektromobilität 2022 vom 2. Juli 2021,2021-07-04T08:23:29Z,UCMLl8VucVIkfZdnXNbWMAMg,206,4,1,0,0
jQ8enqbiMTQ,Revolution der E-Mobilität: Li-Akkus jetzt recyclebar?,2021-07-04T09:30:05Z,UCE2hJ9CYR57BYhk3TjGVG6w,146057,8840,711,0,0
CXGq3IIxVj8,LADESÄULEN von EXPERTEN | Berlin baut jetzt selbst E-Auto Ladestationen,2021-07-04T18:39:27Z,UCaCaZ-vKtnMG2_FKmEePChQ,4858,431,101,0,0
JH_oiEBuZ2o,"Lohnt sich der Kauf eines E-Auto? Umwelt, Reichweite & Batterie Haltbarkeit inkl. Kostenrechnung",2021-07-04T08:00:04Z,UCSzAsgKDpNkch1eRA9w5nww,18380,764,196,0,0
gVRtVlUJBkc,Monschau | Eifel Ausflug im Elektroauto Jaguar I Pace EV 400 |  Sehenswürdigkeiten NRW,2021-07-04T07:00:09Z,UCVUBc0WF5X-w3T8s6Wyx-jw,4184,347,148,0,0
rkT5A8pJ2cY,Warum E-MOBILITÄT? Eure BESTEN Antworten! 👉 Ecario bei Rock den Ring 2021,2021-07-04T17:55:29Z,UC96MGGyxaZZQ6aFKSVMHIew,1324,136,7,0,0
Fo2jM-ynmQk,8 Jahre altes E-Auto | Akku & Reichweite LANGZEIT TEST | Wie gut ist der Elektro Gebrauchtwagen,2021-07-05T11:49:31Z,UCaCaZ-vKtnMG2_FKmEePChQ,5695,412,93,0,0
